YearStart,LocationDesc,Question,Number
2014,Kentucky,End-stage renal disease,112.7
2018,Florida,End-stage renal disease,32.1
2010,Connecticut,End-stage renal disease,41.6
2010,Indiana,End-stage renal disease,127.2
2019,Florida,End-stage renal disease,53.5
2016,Georgia,End-stage renal disease,53.4
2017,Connecticut,End-stage renal disease,40.8
2019,Louisiana,End-stage renal disease,78.6
2016,Idaho,End-stage renal disease,56.0
2015,Georgia,End-stage renal disease,
2015,Delaware,End-stage renal disease,
2011,Massachusetts,End-stage renal disease,98.2
2011,Kansas,End-stage renal disease,
2010,Kentucky,End-stage renal disease,90.8
2018,Illinois,End-stage renal disease,
2014,Florida,End-stage renal disease,67.8
2014,California,End-stage renal disease,50.1
2011,Alaska,End-stage renal disease,115.4
2012,Florida,End-stage renal disease,47.9
2012,Maryland,End-stage renal disease,44.5
2013,Illinois,End-stage renal disease,85.8
2017,Kansas,End-stage renal disease,63.7
2016,Kansas,End-stage renal disease,57.7
2012,Maryland,End-stage renal disease,72.4
2012,Illinois,End-stage renal disease,115.5
2013,Iowa,End-stage renal disease,49.5
2019,Arizona,End-stage renal disease,39.6
2013,Kansas,End-stage renal disease,102.0
2014,Idaho,End-stage renal disease,
2014,Maryland,End-stage renal disease,66.1
2012,Louisiana,End-stage renal disease,40.9
2011,Connecticut,End-stage renal disease,63.1
2011,Arizona,End-stage renal disease,114.2
2015,Arkansas,End-stage renal disease,
2016,Kentucky,End-stage renal disease,103.3
2018,Arkansas,End-stage renal disease,81.2
2017,Arkansas,End-stage renal disease,63.0
2018,Alaska,End-stage renal disease,
2014,Kansas,End-stage renal disease,47.7
2014,Indiana,End-stage renal disease,121.3
2019,Kentucky,End-stage renal disease,110.8
2012,District of Columbia,End-stage renal disease,30.4
2014,Georgia,End-stage renal disease,47.6
2013,Colorado,End-stage renal disease,48.3
2016,Iowa,End-stage renal disease,52.8
2019,Kansas,End-stage renal disease,43.4
2010,Louisiana,End-stage renal disease,61.1
2016,Illinois,End-stage renal disease,37.0
2012,California,End-stage renal disease,75.1
2017,Kansas,End-stage renal disease,50.9
2013,Arkansas,End-stage renal disease,
2011,Georgia,End-stage renal disease,28.6
2010,Arkansas,End-stage renal disease,65.6
2020,Idaho,End-stage renal disease,59.5
2013,District of Columbia,End-stage renal disease,
2018,Kansas,End-stage renal disease,59.7
2014,Illinois,End-stage renal disease,37.3
2018,Arizona,End-stage renal disease,30.1
2019,Alabama,End-stage renal disease,48.0
2016,Illinois,End-stage renal disease,54.6
2019,Delaware,End-stage renal disease,83.8
2015,Alaska,End-stage renal disease,52.7
2013,Florida,End-stage renal disease,52.3
2012,Kansas,End-stage renal disease,70.9
2018,Georgia,End-stage renal disease,48.1
2012,Arizona,End-stage renal disease,48.0
2016,Massachusetts,End-stage renal disease,51.4
2015,Arkansas,End-stage renal disease,
2015,Alaska,End-stage renal disease,55.9
2010,California,End-stage renal disease,71.9
2011,Delaware,End-stage renal disease,
2019,Indiana,End-stage renal disease,
2017,Indiana,End-stage renal disease,131.3
2014,Hawaii,End-stage renal disease,47.9
2013,Kentucky,End-stage renal disease,88.9
2016,Massachusetts,End-stage renal disease,
2016,Iowa,End-stage renal disease,
2017,Illinois,End-stage renal disease,43.1
2018,Massachusetts,End-stage renal disease,40.5
2017,Hawaii,End-stage renal disease,97.9
2016,California,End-stage renal disease,91.6
2010,District of Columbia,End-stage renal disease,99.0
2014,Arkansas,End-stage renal disease,53.1
2011,Colorado,End-stage renal disease,130.3
2011,Alaska,End-stage renal disease,88.3
2010,Georgia,End-stage renal disease,61.5
2012,Iowa,End-stage renal disease,161.2
2014,Florida,End-stage renal disease,39.1
2012,Delaware,End-stage renal disease,
2012,Georgia,End-stage renal disease,37.6
2019,Delaware,End-stage renal disease,44.1
2020,Delaware,End-stage renal disease,59.6
2016,Connecticut,End-stage renal disease,49.9
2011,Kansas,End-stage renal disease,88.7
2019,Louisiana,End-stage renal disease,46.5
2014,Hawaii,End-stage renal disease,47.8
2013,Louisiana,End-stage renal disease,49.6
2016,Kentucky,End-stage renal disease,
2019,Colorado,End-stage renal disease,62.3
2020,Georgia,End-stage renal disease,40.3
2015,Louisiana,End-stage renal disease,92.1
2017,Kentucky,End-stage renal disease,
2010,Georgia,End-stage renal disease,36.1
2016,Hawaii,End-stage renal disease,35.6
2010,Massachusetts,End-stage renal disease,65.3
2010,Colorado,End-stage renal disease,65.4
2017,Massachusetts,End-stage renal disease,46.8
2018,Iowa,End-stage renal disease,
2016,Delaware,End-stage renal disease,60.3
2010,Kentucky,End-stage renal disease,144.8
2010,Alabama,End-stage renal disease,
2010,Hawaii,End-stage renal disease,44.8
2016,District of Columbia,End-stage renal disease,59.8
2020,District of Columbia,End-stage renal disease,68.1
2013,Arkansas,End-stage renal disease,67.5
2014,Hawaii,End-stage renal disease,66.3
2020,Connecticut,End-stage renal disease,
2017,Georgia,End-stage renal disease,46.1
2014,Indiana,End-stage renal disease,55.9
2013,Iowa,End-stage renal disease,
2020,Alaska,End-stage renal disease,50.6
2015,Delaware,End-stage renal disease,90.4
2011,Hawaii,End-stage renal disease,
2020,Kansas,End-stage renal disease,75.0
2014,Georgia,End-stage renal disease,66.3
2019,Arkansas,End-stage renal disease,
2014,Indiana,End-stage renal disease,78.5
2014,Iowa,End-stage renal disease,65.0
2012,Colorado,End-stage renal disease,112.6
2018,Kentucky,End-stage renal disease,131.1
2013,Delaware,End-stage renal disease,57.9
2018,Delaware,End-stage renal disease,78.5
2014,Louisiana,End-stage renal disease,
2011,District of Columbia,End-stage renal disease,
2019,Colorado,End-stage renal disease,39.7
2020,Florida,End-stage renal disease,45.7
2017,Iowa,End-stage renal disease,58.1
2015,Iowa,End-stage renal disease,31.2
2019,Kansas,End-stage renal disease,52.6
2015,Kansas,End-stage renal disease,71.2
2017,Colorado,End-stage renal disease,104.9
2014,California,End-stage renal disease,71.8
2015,Massachusetts,End-stage renal disease,54.4
2020,District of Columbia,End-stage renal disease,87.7
2014,Alaska,End-stage renal disease,66.2
2010,Idaho,End-stage renal disease,47.2
2018,Arkansas,End-stage renal disease,
2020,Arizona,End-stage renal disease,64.4
2014,Arkansas,End-stage renal disease,83.0
2015,Alaska,End-stage renal disease,
2011,Illinois,End-stage renal disease,62.3
2015,Louisiana,End-stage renal disease,
2020,Delaware,End-stage renal disease,50.4
2017,Iowa,End-stage renal disease,47.3
2013,Georgia,End-stage renal disease,60.2
2018,Louisiana,End-stage renal disease,26.6
2015,Arizona,End-stage renal disease,32.5
2012,Alaska,End-stage renal disease,89.7
2014,Kansas,End-stage renal disease,
2016,Kansas,End-stage renal disease,56.3
2019,Massachusetts,End-stage renal disease,32.5
2020,Florida,End-stage renal disease,36.0
2019,Massachusetts,End-stage renal disease,
2019,Alaska,End-stage renal disease,
2015,Illinois,End-stage renal disease,69.5
2019,Louisiana,End-stage renal disease,25.6
2016,Iowa,End-stage renal disease,89.0
2020,Kentucky,End-stage renal disease,102.7
2017,Colorado,End-stage renal disease,62.3
2013,Alaska,End-stage renal disease,54.6
2019,Alabama,End-stage renal disease,
2018,Connecticut,End-stage renal disease,60.5
2020,Alabama,End-stage renal disease,
2016,California,End-stage renal disease,39.3
2010,Maryland,End-stage renal disease,
2020,Georgia,End-stage renal disease,57.0
2017,Illinois,End-stage renal disease,51.5
2018,Louisiana,End-stage renal disease,48.1
2019,Idaho,End-stage renal disease,64.2
2014,Idaho,End-stage renal disease,47.5
2019,Arkansas,End-stage renal disease,123.3
2013,Idaho,End-stage renal disease,49.1
2011,Massachusetts,End-stage renal disease,53.2
2010,Alaska,End-stage renal disease,65.6
2012,Idaho,End-stage renal disease,64.9
2010,Kansas,End-stage renal disease,62.4
2019,Kentucky,End-stage renal disease,38.2
2017,California,End-stage renal disease,42.5
2018,Georgia,End-stage renal disease,
2015,Georgia,End-stage renal disease,82.6
2019,Louisiana,End-stage renal disease,62.2
2017,Massachusetts,End-stage renal disease,71.2
2014,Massachusetts,End-stage renal disease,51.4
2011,Colorado,End-stage renal disease,57.2
2016,Alaska,End-stage renal disease,53.8
2019,Arizona,End-stage renal disease,97.8
2013,Arkansas,End-stage renal disease,
2016,Idaho,End-stage renal disease,
2016,Massachusetts,End-stage renal disease,41.1
2017,District of Columbia,End-stage renal disease,
2014,Alaska,End-stage renal disease,45.5
2019,Indiana,End-stage renal disease,104.5
2017,Kentucky,End-stage renal disease,102.6
2014,Florida,End-stage renal disease,30.8
2020,Arkansas,End-stage renal disease,81.4
2018,Iowa,End-stage renal disease,45.0
2013,Connecticut,End-stage renal disease,36.5
2016,Illinois,End-stage renal disease,81.2
2016,Louisiana,End-stage renal disease,55.0
2018,California,End-stage renal disease,67.1
2020,Louisiana,End-stage renal disease,56.1
2019,Hawaii,End-stage renal disease,44.2
2013,Idaho,End-stage renal disease,
2014,Arkansas,End-stage renal disease,61.2
2014,Maryland,End-stage renal disease,38.6
2014,Kentucky,End-stage renal disease,
2013,Louisiana,End-stage renal disease,50.5
2012,Hawaii,End-stage renal disease,51.3
2017,Hawaii,End-stage renal disease,58.0
2018,Colorado,End-stage renal disease,61.0
2016,Indiana,End-stage renal disease,
2013,Georgia,End-stage renal disease,32.8
2017,Massachusetts,End-stage renal disease,
2018,Georgia,End-stage renal disease,27.9
2014,Illinois,End-stage renal disease,51.8
2018,District of Columbia,End-stage renal disease,16.8
2011,District of Columbia,End-stage renal disease,
2014,Massachusetts,End-stage renal disease,42.5
2013,Indiana,End-stage renal disease,126.1
2013,Kentucky,End-stage renal disease,
2015,Hawaii,End-stage renal disease,33.2
2011,Arkansas,End-stage renal disease,75.1
2014,Arkansas,End-stage renal disease,
2015,Florida,End-stage renal disease,23.2
2016,Colorado,End-stage renal disease,50.6
2018,Alaska,End-stage renal disease,36.2
2010,Georgia,End-stage renal disease,120.6
2017,Idaho,End-stage renal disease,
2014,Illinois,End-stage renal disease,
2015,District of Columbia,End-stage renal disease,
2011,Alabama,End-stage renal disease,
2010,Georgia,End-stage renal disease,92.8
2014,Iowa,End-stage renal disease,
2013,Maryland,End-stage renal disease,40.0
2015,Illinois,End-stage renal disease,55.3
2019,Connecticut,End-stage renal disease,
2011,Kentucky,End-stage renal disease,
2015,Illinois,End-stage renal disease,79.9
2017,Arkansas,End-stage renal disease,68.5
2019,California,End-stage renal disease,54.8
2016,Hawaii,End-stage renal disease,56.8
2020,Illinois,End-stage renal disease,95.7
2011,Kentucky,End-stage renal disease,100.0
2017,Florida,End-stage renal disease,72.6
2019,Georgia,End-stage renal disease,83.9
2018,Iowa,End-stage renal disease,44.6
2015,Colorado,End-stage renal disease,44.5
2017,Idaho,End-stage renal disease,52.4
2016,Arizona,End-stage renal disease,36.8
2017,Delaware,End-stage renal disease,45.1
2010,Iowa,End-stage renal disease,139.8
2016,Alabama,End-stage renal disease,74.1
2020,Indiana,End-stage renal disease,
2016,Arizona,End-stage renal disease,117.5
2020,Massachusetts,End-stage renal disease,69.5
2013,California,End-stage renal disease,41.1
2016,Indiana,End-stage renal disease,58.1
2014,Arizona,End-stage renal disease,44.0
2014,Illinois,End-stage renal disease,68.3
2010,Massachusetts,End-stage renal disease,56.2
2014,Louisiana,End-stage renal disease,50.5
2011,Colorado,End-stage renal disease,74.9
2020,Kansas,End-stage renal disease,95.0
2015,Kansas,End-stage renal disease,
2014,Georgia,End-stage renal disease,47.4
2020,Kentucky,End-stage renal disease,100.9
2011,Illinois,End-stage renal disease,68.3
2012,California,End-stage renal disease,88.0
2020,Connecticut,End-stage renal disease,45.2
2016,Alabama,End-stage renal disease,52.1
2011,Idaho,End-stage renal disease,61.2
2016,Alabama,End-stage renal disease,
2018,Connecticut,End-stage renal disease,
2020,California,End-stage renal disease,65.1
2011,Kansas,End-stage renal disease,67.2
2011,Massachusetts,End-stage renal disease,52.2
2018,California,End-stage renal disease,52.4
2012,Massachusetts,End-stage renal disease,63.2
2015,District of Columbia,End-stage renal disease,47.8
2013,Alabama,End-stage renal disease,54.7
2017,Arkansas,End-stage renal disease,
2018,Alaska,End-stage renal disease,59.0
2012,Maryland,End-stage renal disease,117.2
2019,Iowa,End-stage renal disease,
2012,Iowa,End-stage renal disease,
2019,Indiana,End-stage renal disease,47.4
2013,Illinois,End-stage renal disease,44.0
2011,Georgia,End-stage renal disease,132.7
2015,Kentucky,End-stage renal disease,82.0
2010,Arizona,End-stage renal disease,65.7
2020,Colorado,End-stage renal disease,144.4
2010,Florida,End-stage renal disease,40.2
2020,Alaska,End-stage renal disease,
2014,Kansas,End-stage renal disease,69.1
2016,Delaware,End-stage renal disease,62.1
2017,California,End-stage renal disease,41.0
2018,Connecticut,End-stage renal disease,46.0
2015,Delaware,End-stage renal disease,
2018,Delaware,End-stage renal disease,
2012,Hawaii,End-stage renal disease,
2020,Maryland,End-stage renal disease,60.3
2017,Indiana,End-stage renal disease,60.9
2012,Illinois,End-stage renal disease,58.7
2017,Alabama,End-stage renal disease,20.8
2015,Connecticut,End-stage renal disease,43.0
2011,Hawaii,End-stage renal disease,56.1
2020,Iowa,End-stage renal disease,137.6
2016,Florida,End-stage renal disease,26.2
2012,Kentucky,End-stage renal disease,
2012,Alaska,End-stage renal disease,107.9
2012,Arkansas,End-stage renal disease,
2017,Arizona,End-stage renal disease,44.1
2015,Colorado,End-stage renal disease,36.6
2010,Hawaii,End-stage renal disease,96.1
2020,Idaho,End-stage renal disease,46.6
2011,California,End-stage renal disease,66.0
2017,Hawaii,End-stage renal disease,46.3
2011,Alabama,End-stage renal disease,
2013,Kansas,End-stage renal disease,46.0
2015,Kansas,End-stage renal disease,57.6
2019,Kansas,End-stage renal disease,56.7
2020,Louisiana,End-stage renal disease,32.2
2015,Iowa,End-stage renal disease,87.1
2019,Illinois,End-stage renal disease,27.0
2013,Colorado,End-stage renal disease,40.9
2011,Delaware,End-stage renal disease,136.1
2010,Alabama,End-stage renal disease,36.2
2011,Indiana,End-stage renal disease,99.9
2015,Kansas,End-stage renal disease,
2012,Arizona,End-stage renal disease,109.6
2015,Alaska,End-stage renal disease,
2016,Georgia,End-stage renal disease,29.1
2018,Indiana,End-stage renal disease,127.7
2012,Massachusetts,End-stage renal disease,
2013,Colorado,End-stage renal disease,75.0
2010,Maryland,End-stage renal disease,91.0
2019,Georgia,End-stage renal disease,46.3
2013,Connecticut,End-stage renal disease,
2011,Connecticut,End-stage renal disease,63.8
2017,Kentucky,End-stage renal disease,70.3
2019,District of Columbia,End-stage renal disease,
2019,Florida,End-stage renal disease,27.7
2020,Kentucky,End-stage renal disease,52.5
2018,Colorado,End-stage renal disease,64.7
2015,Louisiana,End-stage renal disease,39.0
2014,California,End-stage renal disease,51.0
2012,Kentucky,End-stage renal disease,100.0
2016,Alabama,End-stage renal disease,
2014,Hawaii,End-stage renal disease,34.0
2012,Iowa,End-stage renal disease,78.1
2017,Kentucky,End-stage renal disease,
2011,Connecticut,End-stage renal disease,60.0
2012,Alabama,End-stage renal disease,
2010,Illinois,End-stage renal disease,
2020,Alabama,End-stage renal disease,29.5
2012,Delaware,End-stage renal disease,57.4
2019,Georgia,End-stage renal disease,28.7
2016,Alabama,End-stage renal disease,59.0
2010,Arizona,End-stage renal disease,41.1
2013,District of Columbia,End-stage renal disease,67.8
2016,Arizona,End-stage renal disease,66.4
2010,Kansas,End-stage renal disease,66.1
2012,Georgia,End-stage renal disease,66.7
2014,Delaware,End-stage renal disease,
2010,Massachusetts,End-stage renal disease,48.5
2011,Massachusetts,End-stage renal disease,
2012,Louisiana,End-stage renal disease,61.3
2010,Alaska,End-stage renal disease,
2019,Idaho,End-stage renal disease,
2019,Delaware,End-stage renal disease,34.7
2015,Georgia,End-stage renal disease,47.0
2016,Indiana,End-stage renal disease,65.8
2010,Illinois,End-stage renal disease,70.9
2013,Arizona,End-stage renal disease,35.2
2017,Connecticut,End-stage renal disease,
2019,Alaska,End-stage renal disease,46.3
