YearStart,LocationDesc,Question,Rate,LocationID
2013,Florida,Lung and bronchus cancer,16.7,12
2012,Louisiana,Lung and bronchus cancer,51.5,22
2008,Nebraska,Lung and bronchus cancer,44.2,31
2010,Arizona,Lung and bronchus cancer,22.1,4
2010,Massachusetts,Lung and bronchus cancer,37.9,25
2012,Iowa,Lung and bronchus cancer,56.7,19
2013,District of Columbia,Lung and bronchus cancer,20.1,11
2010,Minnesota,Lung and bronchus cancer,16.2,27
2015,Florida,Lung and bronchus cancer,20.0,12
2013,Michigan,Lung and bronchus cancer,45.8,26
2012,North Carolina,Lung and bronchus cancer,47.7,37
2009,Hawaii,Lung and bronchus cancer,25.2,15
2010,Michigan,Lung and bronchus cancer,27.5,26
2015,Maryland,Lung and bronchus cancer,41.5,24
2011,Georgia,Lung and bronchus cancer,50.1,13
2014,Colorado,Lung and bronchus cancer,29.2,8
2008,District of Columbia,Lung and bronchus cancer,42.4,11
2013,New Hampshire,Lung and bronchus cancer,42.6,33
2014,Massachusetts,Lung and bronchus cancer,42.7,25
2013,Illinois,Lung and bronchus cancer,36.1,17
2013,Connecticut,Lung and bronchus cancer,33.6,9
2015,Alabama,Lung and bronchus cancer,48.8,1
2012,Michigan,Lung and bronchus cancer,47.0,26
2014,North Dakota,Lung and bronchus cancer,64.2,38
2008,Florida,Lung and bronchus cancer,37.3,12
2012,Massachusetts,Lung and bronchus cancer,26.9,25
2012,Mississippi,Lung and bronchus cancer,57.3,28
2008,Florida,Lung and bronchus cancer,20.9,12
2015,Iowa,Lung and bronchus cancer,21.5,19
2013,Michigan,Lung and bronchus cancer,24.4,26
2012,New Jersey,Lung and bronchus cancer,,34
2010,Alabama,Lung and bronchus cancer,39.5,1
2011,Michigan,Lung and bronchus cancer,40.9,26
2010,Illinois,Lung and bronchus cancer,,17
2009,California,Lung and bronchus cancer,34.9,6
2015,Missouri,Lung and bronchus cancer,18.7,29
2009,Georgia,Lung and bronchus cancer,36.5,13
2015,Arkansas,Lung and bronchus cancer,10.1,5
2009,Maryland,Lung and bronchus cancer,54.2,24
2011,Nebraska,Lung and bronchus cancer,34.4,31
2008,Kentucky,Lung and bronchus cancer,92.2,21
2010,District of Columbia,Lung and bronchus cancer,,11
2013,Maryland,Lung and bronchus cancer,17.6,24
2011,District of Columbia,Lung and bronchus cancer,32.3,11
2012,Mississippi,Lung and bronchus cancer,40.0,28
2013,Idaho,Lung and bronchus cancer,33.6,16
2011,Arizona,Lung and bronchus cancer,24.0,4
2015,Connecticut,Lung and bronchus cancer,11.9,9
2012,Hawaii,Lung and bronchus cancer,32.6,15
2011,Illinois,Lung and bronchus cancer,,17
2015,Nebraska,Lung and bronchus cancer,14.4,31
2012,Hawaii,Lung and bronchus cancer,,15
2008,Delaware,Lung and bronchus cancer,54.2,10
2014,Florida,Lung and bronchus cancer,37.5,12
2015,North Carolina,Lung and bronchus cancer,42.0,37
2009,New Hampshire,Lung and bronchus cancer,,33
2014,Georgia,Lung and bronchus cancer,16.1,13
2013,Hawaii,Lung and bronchus cancer,41.5,15
2010,Iowa,Lung and bronchus cancer,36.0,19
2010,Mississippi,Lung and bronchus cancer,59.5,28
2011,Montana,Lung and bronchus cancer,41.4,30
2008,Illinois,Lung and bronchus cancer,,17
2009,Colorado,Lung and bronchus cancer,24.1,8
2010,District of Columbia,Lung and bronchus cancer,39.9,11
2015,Massachusetts,Lung and bronchus cancer,40.7,25
2008,Montana,Lung and bronchus cancer,41.8,30
2015,Minnesota,Lung and bronchus cancer,37.7,27
2009,Nebraska,Lung and bronchus cancer,43.7,31
2014,Alabama,Lung and bronchus cancer,10.8,1
2015,Idaho,Lung and bronchus cancer,34.4,16
2015,District of Columbia,Lung and bronchus cancer,23.2,11
2011,Louisiana,Lung and bronchus cancer,40.6,22
2009,Missouri,Lung and bronchus cancer,60.0,29
2015,Nebraska,Lung and bronchus cancer,31.3,31
2008,Maryland,Lung and bronchus cancer,48.0,24
2009,Kentucky,Lung and bronchus cancer,70.9,21
2011,Kentucky,Lung and bronchus cancer,86.7,21
2009,Maine,Lung and bronchus cancer,44.5,23
2009,Arkansas,Lung and bronchus cancer,61.6,5
2014,North Dakota,Lung and bronchus cancer,34.6,38
2014,Kansas,Lung and bronchus cancer,,20
2010,North Dakota,Lung and bronchus cancer,39.1,38
2009,Arizona,Lung and bronchus cancer,39.1,4
2013,District of Columbia,Lung and bronchus cancer,40.2,11
2010,Florida,Lung and bronchus cancer,54.2,12
2008,Iowa,Lung and bronchus cancer,61.0,19
2008,Iowa,Lung and bronchus cancer,,19
2012,Alaska,Lung and bronchus cancer,37.9,2
2014,Florida,Lung and bronchus cancer,17.9,12
2011,Georgia,Lung and bronchus cancer,62.2,13
2012,Iowa,Lung and bronchus cancer,24.8,19
2013,Kansas,Lung and bronchus cancer,51.9,20
2014,California,Lung and bronchus cancer,33.3,6
2011,Arkansas,Lung and bronchus cancer,59.1,5
2011,California,Lung and bronchus cancer,38.0,6
2009,New Hampshire,Lung and bronchus cancer,47.5,33
2014,Montana,Lung and bronchus cancer,61.2,30
2010,Kentucky,Lung and bronchus cancer,68.0,21
2015,Connecticut,Lung and bronchus cancer,,9
2014,California,Lung and bronchus cancer,16.0,6
2011,Minnesota,Lung and bronchus cancer,14.9,27
2010,Hawaii,Lung and bronchus cancer,42.1,15
2014,Hawaii,Lung and bronchus cancer,22.6,15
2009,Connecticut,Lung and bronchus cancer,21.4,9
2014,Montana,Lung and bronchus cancer,38.0,30
2012,Louisiana,Lung and bronchus cancer,25.4,22
2015,Michigan,Lung and bronchus cancer,56.4,26
2010,Maryland,Lung and bronchus cancer,43.2,24
2013,Nebraska,Lung and bronchus cancer,39.8,31
2013,Mississippi,Lung and bronchus cancer,8.4,28
2015,Arizona,Lung and bronchus cancer,32.7,4
2011,Kansas,Lung and bronchus cancer,46.0,20
2013,Illinois,Lung and bronchus cancer,52.4,17
2015,Mississippi,Lung and bronchus cancer,50.4,28
2009,Illinois,Lung and bronchus cancer,39.9,17
2009,Massachusetts,Lung and bronchus cancer,25.6,25
2011,Connecticut,Lung and bronchus cancer,,9
2011,New Jersey,Lung and bronchus cancer,32.9,34
2010,Connecticut,Lung and bronchus cancer,39.1,9
2010,Alaska,Lung and bronchus cancer,32.5,2
2011,North Carolina,Lung and bronchus cancer,49.1,37
2013,New Hampshire,Lung and bronchus cancer,20.0,33
2009,Michigan,Lung and bronchus cancer,50.8,26
2012,Idaho,Lung and bronchus cancer,40.4,16
2014,Georgia,Lung and bronchus cancer,40.9,13
2010,Colorado,Lung and bronchus cancer,22.9,8
2011,Massachusetts,Lung and bronchus cancer,,25
2008,Georgia,Lung and bronchus cancer,18.9,13
2015,Kentucky,Lung and bronchus cancer,24.2,21
2009,New Jersey,Lung and bronchus cancer,,34
2014,Indiana,Lung and bronchus cancer,19.0,18
2010,North Carolina,Lung and bronchus cancer,49.4,37
2014,Michigan,Lung and bronchus cancer,37.8,26
2012,Montana,Lung and bronchus cancer,41.9,30
2012,California,Lung and bronchus cancer,30.9,6
2011,Arkansas,Lung and bronchus cancer,27.4,5
2009,Florida,Lung and bronchus cancer,22.3,12
2015,Kentucky,Lung and bronchus cancer,57.6,21
2014,Alaska,Lung and bronchus cancer,32.0,2
2012,Nebraska,Lung and bronchus cancer,40.7,31
2008,Arizona,Lung and bronchus cancer,46.7,4
2014,Arkansas,Lung and bronchus cancer,54.1,5
2012,Minnesota,Lung and bronchus cancer,21.0,27
2012,District of Columbia,Lung and bronchus cancer,,11
2009,Montana,Lung and bronchus cancer,,30
2011,Alaska,Lung and bronchus cancer,48.6,2
2008,Arkansas,Melanoma,,5
2013,Oklahoma,Lung and bronchus cancer,25.2,40
2011,Oregon,Lung and bronchus cancer,26.1,41
2014,Rhode Island,Lung and bronchus cancer,16.3,44
2014,United States,Lung and bronchus cancer,41.7,59
2014,South Dakota,Lung and bronchus cancer,,46
2008,Alabama,Melanoma,3.6,1
2010,Rhode Island,Lung and bronchus cancer,48.7,44
2010,Oregon,Lung and bronchus cancer,50.8,41
2009,Rhode Island,Lung and bronchus cancer,,44
2008,Pennsylvania,Lung and bronchus cancer,62.5,42
2008,United States,Lung and bronchus cancer,59.8,59
2015,Ohio,Lung and bronchus cancer,55.8,39
2009,United States,Lung and bronchus cancer,19.8,59
2008,Texas,Lung and bronchus cancer,43.5,48
2012,South Carolina,Lung and bronchus cancer,25.8,45
2008,Wyoming,Lung and bronchus cancer,22.5,56
2014,Texas,Lung and bronchus cancer,41.9,48
2014,Oregon,Lung and bronchus cancer,36.3,41
2008,South Dakota,Lung and bronchus cancer,74.2,46
2011,Pennsylvania,Lung and bronchus cancer,20.3,42
2010,Ohio,Lung and bronchus cancer,25.1,39
2013,Wisconsin,Lung and bronchus cancer,18.8,55
2012,South Dakota,Lung and bronchus cancer,52.4,46
2012,Alaska,Melanoma,,2
2014,Pennsylvania,Lung and bronchus cancer,40.8,42
2012,Arkansas,Melanoma,,5
2013,United States,Lung and bronchus cancer,33.2,59
2015,United States,Lung and bronchus cancer,16.2,59
2009,United States,Lung and bronchus cancer,37.1,59
2011,New Mexico,Lung and bronchus cancer,36.4,35
2008,South Carolina,Lung and bronchus cancer,20.9,45
2012,Washington,Lung and bronchus cancer,25.7,53
2012,New York,Lung and bronchus cancer,,36
2014,Nevada,Lung and bronchus cancer,42.6,32
2013,South Dakota,Lung and bronchus cancer,,46
2014,Tennessee,Lung and bronchus cancer,15.4,47
2011,Arkansas,Melanoma,4.2,5
2008,South Dakota,Lung and bronchus cancer,44.6,46
2013,New York,Lung and bronchus cancer,35.3,36
2008,United States,Lung and bronchus cancer,51.9,59
2008,Utah,Lung and bronchus cancer,26.4,49
2008,Tennessee,Lung and bronchus cancer,26.9,47
2008,Alaska,Melanoma,1.7,2
2012,New Mexico,Lung and bronchus cancer,29.9,35
2015,Tennessee,Lung and bronchus cancer,62.7,47
2014,Ohio,Lung and bronchus cancer,37.9,39
2014,South Dakota,Lung and bronchus cancer,33.6,46
2009,Nevada,Lung and bronchus cancer,26.5,32
2015,Rhode Island,Lung and bronchus cancer,35.3,44
2014,Utah,Lung and bronchus cancer,17.4,49
2011,United States,Lung and bronchus cancer,47.5,59
2009,Vermont,Lung and bronchus cancer,,50
2013,Tennessee,Lung and bronchus cancer,54.6,47
2011,Virginia,Lung and bronchus cancer,55.3,51
2015,Alaska,Melanoma,,2
2014,Utah,Lung and bronchus cancer,18.1,49
2011,South Carolina,Lung and bronchus cancer,36.6,45
2009,Oregon,Lung and bronchus cancer,40.4,41
2009,Utah,Lung and bronchus cancer,31.0,49
2014,Vermont,Lung and bronchus cancer,47.7,50
2011,Vermont,Lung and bronchus cancer,,50
2011,Utah,Lung and bronchus cancer,19.8,49
2008,West Virginia,Lung and bronchus cancer,,54
2010,Vermont,Lung and bronchus cancer,47.3,50
2008,Tennessee,Lung and bronchus cancer,61.4,47
2013,Texas,Lung and bronchus cancer,45.4,48
2015,Utah,Lung and bronchus cancer,33.0,49
2011,Tennessee,Lung and bronchus cancer,57.8,47
2010,Nevada,Lung and bronchus cancer,47.1,32
2010,South Carolina,Lung and bronchus cancer,46.6,45
2015,Nevada,Lung and bronchus cancer,36.8,32
2011,Ohio,Lung and bronchus cancer,57.7,39
2013,New York,Lung and bronchus cancer,31.9,36
2011,United States,Lung and bronchus cancer,46.6,59
2011,Alaska,Melanoma,3.0,2
2014,Virginia,Lung and bronchus cancer,40.6,51
2008,Nevada,Lung and bronchus cancer,44.2,32
2012,Wisconsin,Lung and bronchus cancer,40.8,55
2015,Alabama,Melanoma,3.3,1
2013,Rhode Island,Lung and bronchus cancer,47.9,44
2008,New Mexico,Lung and bronchus cancer,27.2,35
2015,South Carolina,Lung and bronchus cancer,22.1,45
2012,Oregon,Lung and bronchus cancer,41.8,41
2011,Rhode Island,Lung and bronchus cancer,41.1,44
2014,Washington,Lung and bronchus cancer,36.6,53
2015,Wisconsin,Lung and bronchus cancer,56.5,55
2008,New York,Lung and bronchus cancer,,36
2015,Vermont,Lung and bronchus cancer,,50
2012,Wyoming,Lung and bronchus cancer,46.7,56
2015,Utah,Lung and bronchus cancer,17.7,49
2009,South Dakota,Lung and bronchus cancer,,46
2015,Alaska,Melanoma,2.3,2
2013,Vermont,Lung and bronchus cancer,,50
2012,Tennessee,Lung and bronchus cancer,55.9,47
2012,Wisconsin,Lung and bronchus cancer,66.0,55
2014,New York,Lung and bronchus cancer,37.8,36
2008,Wyoming,Lung and bronchus cancer,49.0,56
2013,New Mexico,Lung and bronchus cancer,34.1,35
2010,Virginia,Lung and bronchus cancer,22.5,51
2008,South Dakota,Lung and bronchus cancer,,46
2013,South Dakota,Lung and bronchus cancer,40.7,46
2012,Washington,Lung and bronchus cancer,38.5,53
2011,Tennessee,Lung and bronchus cancer,59.0,47
2013,Ohio,Lung and bronchus cancer,48.5,39
2011,New York,Lung and bronchus cancer,47.2,36
2014,West Virginia,Lung and bronchus cancer,67.0,54
2013,Wyoming,Lung and bronchus cancer,21.5,56
2009,Oklahoma,Lung and bronchus cancer,59.3,40
2015,Pennsylvania,Lung and bronchus cancer,46.1,42
2015,United States,Lung and bronchus cancer,39.9,59
2013,Alabama,Melanoma,,1
2015,Washington,Lung and bronchus cancer,15.2,53
2015,Wyoming,Lung and bronchus cancer,27.8,56
2015,Pennsylvania,Lung and bronchus cancer,39.5,42
2010,Washington,Lung and bronchus cancer,44.1,53
2013,Alaska,Melanoma,3.8,2
2014,Oklahoma,Lung and bronchus cancer,53.7,40
2009,West Virginia,Lung and bronchus cancer,,54
2012,West Virginia,Lung and bronchus cancer,45.0,54
2010,Wisconsin,Lung and bronchus cancer,77.6,55
2012,Oregon,Lung and bronchus cancer,45.8,41
2009,Tennessee,Lung and bronchus cancer,44.5,47
2014,Nevada,Lung and bronchus cancer,24.5,32
2013,West Virginia,Lung and bronchus cancer,,54
2014,New York,Lung and bronchus cancer,28.7,36
2008,Rhode Island,Lung and bronchus cancer,41.5,44
2009,Texas,Lung and bronchus cancer,32.7,48
2014,Rhode Island,Lung and bronchus cancer,42.3,44
2010,Pennsylvania,Lung and bronchus cancer,46.1,42
2010,United States,Lung and bronchus cancer,19.4,59
2011,Ohio,Lung and bronchus cancer,51.9,39
2011,Utah,Lung and bronchus cancer,25.6,49
2010,Oklahoma,Lung and bronchus cancer,19.2,40
2012,Wisconsin,Lung and bronchus cancer,34.9,55
2009,Washington,Lung and bronchus cancer,45.1,53
2013,Oklahoma,Lung and bronchus cancer,41.9,40
2014,Alaska,Melanoma,,2
2015,Alabama,Melanoma,2.2,1
2011,Alabama,Melanoma,,1
2015,West Virginia,Lung and bronchus cancer,41.7,54
2012,Wyoming,Lung and bronchus cancer,33.9,56
2013,United States,Lung and bronchus cancer,17.6,59
2011,Pennsylvania,Lung and bronchus cancer,45.2,42
2010,Utah,Lung and bronchus cancer,17.4,49
2009,West Virginia,Lung and bronchus cancer,62.3,54
2012,Texas,Lung and bronchus cancer,37.5,48
2009,South Carolina,Lung and bronchus cancer,69.7,45
2011,Alaska,Melanoma,2.5,2
2012,Rhode Island,Lung and bronchus cancer,51.9,44
2013,Ohio,Lung and bronchus cancer,17.8,39
2012,Tennessee,Lung and bronchus cancer,23.7,47
2011,Oklahoma,Lung and bronchus cancer,55.8,40
2008,Oregon,Lung and bronchus cancer,21.6,41
2008,Washington,Lung and bronchus cancer,53.9,53
2011,Wyoming,Lung and bronchus cancer,31.8,56
2012,South Carolina,Lung and bronchus cancer,11.0,45
2008,Tennessee,Lung and bronchus cancer,22.9,47
2008,West Virginia,Lung and bronchus cancer,49.3,54
2012,Nevada,Lung and bronchus cancer,18.5,32
2010,Texas,Lung and bronchus cancer,19.9,48
2015,New York,Lung and bronchus cancer,15.9,36
2008,Rhode Island,Lung and bronchus cancer,52.5,44
2008,Alabama,Melanoma,0.3,1
2015,Alabama,Melanoma,,1
2010,New York,Lung and bronchus cancer,22.8,36
2009,New Mexico,Lung and bronchus cancer,25.9,35
2009,Arkansas,Melanoma,,5
2012,United States,Lung and bronchus cancer,45.6,59
2011,Pennsylvania,Lung and bronchus cancer,23.4,42
2009,New Mexico,Lung and bronchus cancer,8.5,35
2009,Wyoming,Lung and bronchus cancer,46.1,56
2015,Virginia,Lung and bronchus cancer,11.9,51
2015,Wyoming,Lung and bronchus cancer,,56
2010,New Mexico,Lung and bronchus cancer,21.6,35
2014,Ohio,Lung and bronchus cancer,22.1,39
2015,Wisconsin,Lung and bronchus cancer,32.0,55
2010,South Dakota,Lung and bronchus cancer,55.9,46
2015,New Mexico,Lung and bronchus cancer,30.0,35
2008,Virginia,Lung and bronchus cancer,38.2,51
2013,South Carolina,Lung and bronchus cancer,18.6,45
2010,Arkansas,Melanoma,,5
2014,Vermont,Lung and bronchus cancer,42.0,50
2014,Texas,Lung and bronchus cancer,16.8,48
2010,Virginia,Lung and bronchus cancer,45.5,51
2012,West Virginia,Lung and bronchus cancer,57.7,54
2015,Vermont,Lung and bronchus cancer,,50
2014,Alabama,Melanoma,,1
2015,Pennsylvania,Lung and bronchus cancer,32.7,42
2012,Pennsylvania,Lung and bronchus cancer,55.3,42
2011,Washington,Lung and bronchus cancer,26.8,53
2009,Ohio,Lung and bronchus cancer,54.3,39
2010,Oklahoma,Lung and bronchus cancer,58.0,40
2015,Ohio,Lung and bronchus cancer,48.0,39
2009,Oklahoma,Lung and bronchus cancer,45.6,40
2013,Pennsylvania,Lung and bronchus cancer,51.6,42
2008,Alabama,Melanoma,,1
2011,Texas,Lung and bronchus cancer,8.7,48
2008,Wisconsin,Lung and bronchus cancer,56.4,55
2014,Oklahoma,Lung and bronchus cancer,51.6,40
2008,Nevada,Lung and bronchus cancer,23.4,32
2012,Rhode Island,Lung and bronchus cancer,49.5,44
2015,Oregon,Lung and bronchus cancer,24.1,41
2014,Vermont,Lung and bronchus cancer,41.5,50
2011,Alaska,Melanoma,1.7,2
2015,Oklahoma,Lung and bronchus cancer,17.2,40
2010,United States,Lung and bronchus cancer,47.9,59
2011,New York,Lung and bronchus cancer,22.6,36
2014,New Mexico,Lung and bronchus cancer,20.9,35
2014,Alabama,Melanoma,,1
2010,Oklahoma,Lung and bronchus cancer,56.1,40
2015,New York,Lung and bronchus cancer,28.2,36
2015,Alaska,Melanoma,0.9,2
2009,Virginia,Lung and bronchus cancer,16.6,51
2010,West Virginia,Lung and bronchus cancer,,54
2011,Oklahoma,Lung and bronchus cancer,18.7,40
2008,West Virginia,Lung and bronchus cancer,61.6,54
2013,Wisconsin,Lung and bronchus cancer,56.5,55
2015,Virginia,Lung and bronchus cancer,19.3,51
2012,United States,Lung and bronchus cancer,34.4,59
2013,Oregon,Lung and bronchus cancer,44.7,41
2015,Oregon,Lung and bronchus cancer,34.8,41
2009,New York,Lung and bronchus cancer,20.7,36
2012,Alaska,Melanoma,3.3,2
2011,Virginia,Lung and bronchus cancer,47.1,51
2009,New Mexico,Lung and bronchus cancer,37.4,35
2011,South Carolina,Lung and bronchus cancer,32.1,45
2008,South Dakota,Lung and bronchus cancer,,46
2013,Utah,Lung and bronchus cancer,18.6,49
2010,Vermont,Lung and bronchus cancer,,50
2013,Nevada,Lung and bronchus cancer,18.7,32
2009,Texas,Lung and bronchus cancer,49.0,48
2015,Wyoming,Lung and bronchus cancer,30.4,56
2012,Nevada,Lung and bronchus cancer,19.7,32
2012,Alaska,Melanoma,,2
2010,New York,Lung and bronchus cancer,48.9,36
2012,Vermont,Lung and bronchus cancer,,50
2013,Nevada,Lung and bronchus cancer,26.2,32
2009,Tennessee,Lung and bronchus cancer,60.0,47
2009,Utah,Lung and bronchus cancer,18.0,49
2008,Wisconsin,Lung and bronchus cancer,20.7,55
2014,United States,Lung and bronchus cancer,16.9,59
2014,Rhode Island,Lung and bronchus cancer,,44
2010,Vermont,Lung and bronchus cancer,47.5,50
2011,New York,Lung and bronchus cancer,38.7,36
2010,Wisconsin,Lung and bronchus cancer,37.6,55
2013,Rhode Island,Lung and bronchus cancer,,44
2012,Virginia,Lung and bronchus cancer,34.0,51
2015,South Carolina,Lung and bronchus cancer,31.5,45
2013,Washington,Lung and bronchus cancer,36.9,53
2014,Alaska,Melanoma,2.2,2
2012,Rhode Island,Lung and bronchus cancer,40.5,44
2009,Alabama,Melanoma,4.4,1
2011,Wyoming,Lung and bronchus cancer,,56
2009,Wisconsin,Lung and bronchus cancer,72.2,55
2011,Virginia,Lung and bronchus cancer,45.5,51
2008,Vermont,Lung and bronchus cancer,,50
2008,Wyoming,Lung and bronchus cancer,40.4,56
2015,Nevada,Lung and bronchus cancer,39.8,32
2011,Washington,Lung and bronchus cancer,40.8,53
2014,Utah,Lung and bronchus cancer,14.9,49
2014,United States,Lung and bronchus cancer,32.0,59
2013,Texas,Lung and bronchus cancer,19.2,48
2008,Nevada,Lung and bronchus cancer,49.4,32
2010,Ohio,Lung and bronchus cancer,53.0,39
2010,Nevada,Lung and bronchus cancer,19.4,32
2013,South Dakota,Lung and bronchus cancer,34.0,46
2013,South Dakota,Lung and bronchus cancer,50.0,46
2008,Texas,Lung and bronchus cancer,33.7,48
2012,New Mexico,Lung and bronchus cancer,25.8,35
2009,Nevada,Lung and bronchus cancer,54.3,32
2012,South Dakota,Lung and bronchus cancer,,46
2010,Tennessee,Lung and bronchus cancer,43.7,47
2013,New Mexico,Lung and bronchus cancer,9.5,35
2013,New York,Lung and bronchus cancer,30.1,36
2015,Oklahoma,Lung and bronchus cancer,52.9,40
2009,Tennessee,Lung and bronchus cancer,80.8,47
2015,New York,Lung and bronchus cancer,36.1,36
2013,Texas,Lung and bronchus cancer,42.5,48
2009,United States,Lung and bronchus cancer,24.4,59
2009,Pennsylvania,Lung and bronchus cancer,60.4,42
2011,Oregon,Lung and bronchus cancer,42.6,41
2011,Arkansas,Melanoma,2.7,5
2012,Tennessee,Lung and bronchus cancer,19.3,47
